student_id,minutes_watched,days_engage,eng_quiz,eng_exam,eng_hub_qa,st_purch
266522.0,121.69999999999999,7.0,1.0,1.0,,
266523.0,6.5,1.0,,,,
266524.0,,,,,,
266525.0,1.0,3.0,,,,
266526.0,,,,,,
266527.0,,,,,,
266528.0,,,,,,
266529.0,2863.2,60.0,1.0,1.0,,1.0
266530.0,7.6,1.0,,,,
266531.0,,,,,,
266532.0,226.29999999999998,9.0,1.0,,,
266533.0,3.2,1.0,,,,
266534.0,6.3,1.0,,,,
266535.0,,,,,,
266536.0,,,,,,
266537.0,,,,,,
266538.0,2.6,1.0,,,,
266539.0,3.2,1.0,,,,
266540.0,1.0,1.0,,,,
266541.0,31.4,2.0,1.0,,,
266542.0,,,,,,
266543.0,,,,,,
266544.0,481.2,13.0,1.0,1.0,1.0,1.0
266545.0,0.1,1.0,,,,
266546.0,,,,,,
266547.0,,,,,,
266548.0,2399.9,51.0,1.0,1.0,,1.0
266549.0,317.8,4.0,1.0,1.0,,1.0
266550.0,,,,,,
266551.0,3.3,1.0,,,,
266552.0,,,,,,
266553.0,10.9,1.0,,,,
266554.0,,,,,,
266555.0,,,,,,
266556.0,4.1,1.0,,,,
266557.0,,,,,,
266558.0,,,,,,
266559.0,,,,,,
266560.0,,,,,,
266561.0,1.9,1.0,,,,
266562.0,,,,,,
266563.0,40.4,1.0,1.0,,,
266564.0,0.2,1.0,,,,
266565.0,85.0,1.0,1.0,,,
266566.0,0.2,1.0,,,,
266567.0,,,,,,
266568.0,,,,,,
266569.0,,,,,,
266570.0,2.6,1.0,,,,
266571.0,3.4,3.0,,,,
266572.0,,,,,,
266573.0,,,,,,
266574.0,,,,,,
266575.0,0.8,1.0,,,,
266576.0,,,,,,
266577.0,6.9,1.0,,,,
266578.0,68.3,1.0,1.0,,,
266579.0,,,,,,
266580.0,2.2,1.0,,,,
266581.0,,,,,,
266582.0,,,,,,
266583.0,,,,,,
266584.0,405.6,21.0,1.0,1.0,,1.0
266585.0,0.7,1.0,,,,
266586.0,,,,,,
266587.0,0.8,1.0,,,,
266588.0,161.4,6.0,,,,
266589.0,,,,,,
266590.0,2.2,1.0,,,,
266591.0,,,,,,
266592.0,,,,,,
266593.0,,,,,,
266594.0,20.5,1.0,1.0,,,
266595.0,,,,,,
266596.0,,,,,,
266597.0,1.0,2.0,,,,
266598.0,,,,,,
266599.0,1.9,1.0,,,,
266600.0,,,,,,
266601.0,9.8,1.0,,,,
266602.0,0.7,1.0,,,,
266603.0,317.5,13.0,1.0,1.0,,1.0
266604.0,16.7,1.0,1.0,,,
266605.0,,,,,,
266606.0,,,,,,
266607.0,2.2,1.0,,,,
266608.0,4.3,1.0,,,,
266609.0,13.1,5.0,1.0,,,
266610.0,,,,,,
266611.0,,,,,,
266612.0,,,,,,
266613.0,,,,,,
266614.0,1767.8,44.0,1.0,1.0,1.0,1.0
266615.0,53.199999999999996,6.0,1.0,1.0,,1.0
266616.0,573.6,28.0,1.0,1.0,,1.0
266617.0,23.1,1.0,1.0,,,
266618.0,0.5,1.0,,,,
266619.0,859.9,8.0,1.0,1.0,,
266620.0,,,,,,
266621.0,7.199999999999999,2.0,1.0,1.0,,
266622.0,18.8,1.0,1.0,,,
266623.0,,,,,,
266624.0,,,,,,
266625.0,,,,,,
266626.0,13.3,1.0,1.0,,,
266627.0,,,,,,
266628.0,,,,,,
266629.0,0.9,1.0,,,,
266630.0,,,,,,
266631.0,,,,,,
266632.0,,,,,,
266633.0,,,,,,
266634.0,2.9,1.0,,,,
266635.0,1.4,1.0,,,,
266636.0,,,,,,
266637.0,,,,,,
266638.0,,,,,1.0,
266639.0,,,,,,
266640.0,48.1,5.0,1.0,1.0,,
266641.0,,,,,,
266642.0,232.2,1.0,,,,
266643.0,,,,,,
266644.0,,,,,,
266645.0,,,,,,
266646.0,,,,,,
266647.0,,,,,,
266648.0,,,,,,
266649.0,6.0,1.0,1.0,,,
266650.0,,,,,,
266651.0,,,,,,
266652.0,,,,,,
266653.0,3.8,1.0,,,,
266654.0,25.7,1.0,,,,
266655.0,,,,,,
266657.0,2.9,1.0,,1.0,,
266658.0,16.4,1.0,1.0,,,
266659.0,,,,,,
266660.0,12.8,2.0,1.0,,,
266661.0,,,,,,
266662.0,1.6,1.0,,,,
266663.0,0.1,1.0,,,,
266664.0,2.0,1.0,,,,
266665.0,0.7,1.0,,,,
266666.0,26.5,1.0,1.0,1.0,,
266667.0,19.700000000000003,2.0,1.0,,,
266669.0,44.0,1.0,1.0,,,
266670.0,,,,,,
266671.0,,,,,,
266673.0,0.8,2.0,,,,
266674.0,,,,,,
266675.0,,,,,,
266676.0,0.9,1.0,,,,
266677.0,,,,,,
266678.0,26.9,1.0,,,,
266679.0,,,,,,
266680.0,596.8,11.0,1.0,,,1.0
266681.0,183.0,5.0,,1.0,,
266682.0,,,,,,
266683.0,20.2,1.0,,,,
266684.0,5.7,1.0,,,,
266685.0,26.3,1.0,1.0,,,
266687.0,42.7,1.0,1.0,,,
266688.0,70.1,4.0,1.0,,,
266689.0,15.0,3.0,1.0,,,
266690.0,6.6,1.0,1.0,,,
266691.0,,,,,,
266692.0,1.6,1.0,,,,
266693.0,1168.1,53.0,1.0,1.0,,1.0
266694.0,,,,,,
266695.0,70.1,1.0,1.0,1.0,,
266696.0,,,,,,
266697.0,,,,,,
266698.0,0.1,1.0,,,,
266699.0,,,,,,
266700.0,13.4,1.0,1.0,,,
266701.0,,,,,,
266702.0,,,,,,
266703.0,,,,,,
266704.0,14.1,3.0,1.0,,,
266705.0,,,,,,
266706.0,,,,,,
266707.0,,,,,,
266708.0,,,,,,
266709.0,,,,,,
266710.0,,,,,,
266711.0,155.5,12.0,1.0,1.0,,
266712.0,,1.0,,1.0,,
266713.0,0.2,1.0,,,,
266714.0,,,,,,
266715.0,,,,,,
266716.0,,,,,,
266717.0,1.2,1.0,,,,
266718.0,,,,,,
266719.0,42.7,2.0,1.0,,,
266720.0,,,,,,
266721.0,,,,,,
266722.0,42.9,3.0,,,,
266723.0,4.6,2.0,,,,
266724.0,,,,,,
266725.0,874.2,21.0,1.0,1.0,,1.0
266726.0,16.3,2.0,1.0,,,
266727.0,,,,,,
266728.0,1.0,1.0,,,,
266729.0,19.5,1.0,,,,
266730.0,,,,,,
266731.0,505.29999999999995,17.0,1.0,1.0,,1.0
266732.0,20.4,1.0,,,,
266733.0,,,,,,
266734.0,,,,,,
266735.0,0.4,1.0,,,,
266736.0,40.2,1.0,,,,
266737.0,,,,,,
266738.0,530.3,15.0,1.0,1.0,,
266739.0,2.9,1.0,,,,
266740.0,1.6,2.0,,,,
266741.0,0.1,1.0,,,,
266742.0,0.2,1.0,,,,
266743.0,306.3,16.0,1.0,1.0,,1.0
266744.0,,,,,,
266745.0,1.2,1.0,,,,
266746.0,,,,,,
266747.0,,,,,,
266748.0,,,,,,
266749.0,,,,,,
266750.0,,,,,,
266751.0,13.3,1.0,1.0,,,
266752.0,1.4,1.0,,,,
266753.0,0.3,1.0,1.0,,,
266754.0,661.7,22.0,1.0,1.0,,1.0
266755.0,,,,,,
266756.0,,,,,,
266757.0,44.9,1.0,1.0,1.0,,
266758.0,1994.2,76.0,1.0,1.0,,1.0
266759.0,,,,,,
266760.0,,,,,,
266761.0,,,,,,
266762.0,,,,,,
266763.0,,,,,,
266764.0,29.7,1.0,1.0,,,
266765.0,,,,,,
266766.0,3494.9,87.0,1.0,1.0,,1.0
266767.0,0.4,1.0,,,,
266768.0,,,,,,
266769.0,102.1,2.0,,1.0,,
266770.0,,,,,,
266771.0,17.2,1.0,1.0,,,
266773.0,6.6,1.0,,,,
266774.0,0.1,1.0,,,,
266775.0,0.2,1.0,,,,
266776.0,7.6,1.0,1.0,,,
266778.0,,,,,,
266779.0,57.0,4.0,1.0,,,
266780.0,,,,,,
266781.0,,,,,,
266782.0,22.799999999999997,2.0,1.0,,,
266783.0,11.9,6.0,,,,
266784.0,,,,,,
266785.0,,,,,,
266786.0,82.9,2.0,1.0,1.0,,
266787.0,0.2,1.0,,,,
266788.0,1480.8,40.0,1.0,1.0,,1.0
266789.0,,,,,,
266790.0,,,,,,
266791.0,,,,,,
266792.0,,,,,,
266793.0,47.2,3.0,1.0,,,
266794.0,8.2,1.0,,,,
266795.0,42.300000000000004,2.0,,1.0,,
266796.0,6.7,1.0,,,,
266797.0,4.0,2.0,,,,
266798.0,,1.0,,1.0,,
266799.0,50.8,2.0,1.0,1.0,,
266800.0,0.1,1.0,,,,
266801.0,,,,,,
266802.0,5.8,1.0,1.0,,,
266803.0,6.6,1.0,,,,
266804.0,,,,,,
266805.0,4.8,1.0,,,,
266806.0,,,,,,
266807.0,,,,,,
266808.0,,,,,,
266809.0,12.7,1.0,,,,
266810.0,277.7,7.0,1.0,1.0,,1.0
266811.0,327.2,14.0,1.0,1.0,1.0,1.0
266812.0,,,,,,
266813.0,,,,,,
266814.0,692.0,20.0,1.0,1.0,,1.0
266815.0,21.0,3.0,1.0,,,
266816.0,,,,,,
266817.0,12.0,1.0,1.0,,,
266818.0,3.1,1.0,,,,
266819.0,,,,,,
266820.0,20.5,1.0,,,,
266821.0,0.4,1.0,,,,
266822.0,,,,,,
266823.0,0.8,1.0,,,,
266824.0,,,,,,
266825.0,21.7,1.0,1.0,,,
266826.0,,,,,,
266827.0,,,,,,
266828.0,,,,,,
266829.0,51.2,2.0,1.0,,,
266830.0,,,,,,
266831.0,,,,,,
266833.0,44.5,2.0,1.0,1.0,,
266834.0,6.4,1.0,,,,
266835.0,,,,,,
266836.0,,,,,,
266837.0,,,,,,
266838.0,,,,,,
266839.0,,,,,,
266840.0,8.3,1.0,,,,
266841.0,,,,,,
266842.0,5.9,1.0,,,,
266843.0,4.1000000000000005,3.0,,,,
266844.0,,,,,,
266845.0,0.5,1.0,,,,
266846.0,,,,,,
266847.0,,,,,,
266848.0,,,,,,
266849.0,0.1,1.0,,,,
266850.0,,,,,,
266851.0,1.2,1.0,,,,
266852.0,,,,,,
266853.0,0.9,1.0,,,,
266854.0,,,,,,
266855.0,,,,,,
266856.0,8.7,1.0,,,,
266857.0,1.5,1.0,,,,
266858.0,,,,,,
266859.0,,,,,,
266860.0,121.0,8.0,1.0,,,
266861.0,61.1,3.0,1.0,,,
266862.0,30.6,1.0,1.0,,,
266863.0,,,,,,
266864.0,519.2,5.0,1.0,1.0,,
266865.0,,,,,,
266866.0,,,,,,
266867.0,2.3,1.0,1.0,,,
266868.0,,,,,,
266869.0,,,,,,
266870.0,,,,,,
266871.0,,,,,,
266872.0,44.599999999999994,2.0,1.0,1.0,,
266873.0,1.9,2.0,,,,
266874.0,32.7,1.0,1.0,,,
266875.0,276.5,7.0,1.0,1.0,,1.0
266876.0,,,,,,
266877.0,27.4,3.0,1.0,,,
266878.0,,,,,,
266879.0,,,,,,
266880.0,,,,,,
266881.0,,,,,,
266882.0,,,,,,
266883.0,5.5,1.0,1.0,,,
266884.0,,,,,,
266886.0,2.3,1.0,,,,
266887.0,,,,,,
266888.0,0.9,1.0,,,,
266889.0,,,,,,
266890.0,6.4,2.0,1.0,,,
266891.0,,,,,,
266892.0,11.7,3.0,1.0,,,
266893.0,5.199999999999999,2.0,,,,
266894.0,67.6,2.0,1.0,,,1.0
266895.0,,,,,,
266896.0,33.7,2.0,1.0,1.0,,
266897.0,,,,,,
266898.0,101.8,3.0,1.0,,,
266899.0,0.6,1.0,,,,
266900.0,,,,,,
266901.0,299.7,14.0,1.0,1.0,,
266902.0,47.199999999999996,2.0,1.0,,,
266903.0,120.2,3.0,1.0,1.0,,
266904.0,0.9,1.0,,,,
266905.0,,,,,,
266906.0,,,,,,
266907.0,,,,,,
266908.0,,,,,,
266909.0,,,,,,
266910.0,,,,,,
266911.0,28.2,1.0,,,,
266912.0,8.4,2.0,1.0,,,
266913.0,1.2,1.0,,,,
266914.0,56.4,1.0,1.0,,,
266915.0,,,,,,
266916.0,9.499999999999998,5.0,1.0,1.0,,
266917.0,,,,,,
266918.0,,,,,,
266919.0,131.5,11.0,,1.0,,
266920.0,,,,,,
266921.0,,,,,,
266922.0,,,,,,
266923.0,,,,,,
266924.0,1.2,2.0,,,,
266925.0,,,,,,
266926.0,30.4,1.0,,1.0,,
266927.0,,,,,,
266928.0,,,,,,
266929.0,1.6,1.0,,,,
266930.0,37.2,2.0,1.0,,,
266931.0,0.2,1.0,,,,
266932.0,,,,,,
266933.0,1.0,1.0,,,,
266934.0,2.9,1.0,,,,
266935.0,,,,,,
266936.0,,,,,,
266937.0,,,,,,
266938.0,14.6,1.0,1.0,,,
266939.0,1.1,1.0,,,,
266940.0,6.6,1.0,,,,
266941.0,,,,,,
266942.0,,,,,,
266943.0,,,,,,
266944.0,,,,,,
266945.0,25.3,12.0,,,,
266946.0,0.5,1.0,,,,
266947.0,,,,,,
266948.0,1.3,1.0,,,,
266949.0,4.9,1.0,,,,
266950.0,,,,,,
266951.0,,,,,,
266952.0,,,,,,
266953.0,,,,,,
266954.0,,,,,,
266955.0,1.0,1.0,,,,
266956.0,0.7,2.0,,,,
266957.0,,,,,,
266958.0,,,,,,
266959.0,,,,,,
266960.0,14.8,3.0,,,,
266961.0,,,,,,
266962.0,,,,,,1.0
266963.0,,,,,,
266964.0,33.5,1.0,1.0,,,
266965.0,4.199999999999999,2.0,,,,
266966.0,0.5,1.0,,,,
266968.0,,,,,,
266970.0,,,,,,
266971.0,,,,,,
266972.0,8.6,1.0,1.0,,,
266973.0,,,,,,
266974.0,27.9,3.0,1.0,,,
266975.0,,,,,,1.0
266976.0,,,,,,
266977.0,,,,,,
266978.0,,,,,,
266979.0,0.7,1.0,,,,
266980.0,36.1,1.0,1.0,,,
266981.0,,,,,,
266982.0,,,,,,
266983.0,0.2,1.0,,,,
266984.0,44.4,3.0,,1.0,,
266985.0,4.9,1.0,,,,
266986.0,0.4,2.0,,,,
266987.0,56.5,3.0,,1.0,,
266988.0,,,,,,
266989.0,0.9,1.0,,,,
266990.0,,,,,,
266991.0,72.7,2.0,1.0,1.0,,
266992.0,,,,,,
266993.0,,,,,,
266994.0,0.3,1.0,,,,
266995.0,31.1,3.0,1.0,,,
266996.0,,,,,,
266997.0,,,,,,
266998.0,,,,,,
266999.0,1.5,1.0,,,,
267000.0,1.5,1.0,,,,
267001.0,,,,,,
267002.0,5.3,1.0,,,,
267003.0,,,,,,
267004.0,2.6,1.0,,,,
267005.0,0.4,1.0,,,,
267006.0,,,,,,
267007.0,37.5,2.0,1.0,,,
267008.0,,,,,,
267009.0,,,,,,
267010.0,1466.4,29.0,1.0,1.0,,1.0
267011.0,593.1,27.0,1.0,1.0,,1.0
267012.0,38.6,1.0,,1.0,,
267013.0,,,,,,
267014.0,,,,,,
267015.0,2.2,1.0,,,,
267016.0,,,,,,
267017.0,,,,,,
267018.0,,,,,,
267019.0,,,,,,
267020.0,1.1,1.0,,,,
267021.0,14.1,1.0,1.0,,,
267022.0,80.2,2.0,1.0,,,
267023.0,,,,,,
267024.0,,,,,,
267025.0,10.7,1.0,1.0,,,
267026.0,993.0,52.0,1.0,1.0,1.0,1.0
267027.0,,,,,,
267028.0,,,,,,
267029.0,,,,,,
267030.0,,,,,,
267031.0,,,,,,
267032.0,13.8,1.0,,,,
267033.0,,,,,,
267035.0,,,,,,
267036.0,5.5,2.0,1.0,,,
267037.0,,,,,,
267038.0,14.600000000000001,3.0,1.0,,,
267039.0,,,,,,
267040.0,,,,,,
267041.0,3.4,1.0,,,,
267042.0,1.4,1.0,,,,
267043.0,,,,,,
267045.0,,,,,,
267046.0,1.8,1.0,,,,
267047.0,,,,,,
267048.0,58.9,5.0,1.0,,,1.0
267049.0,,,,,,
267050.0,,,,,,
267051.0,1.3,1.0,,,,
267052.0,26.4,1.0,1.0,,,
267053.0,,,,,,
267054.0,13.1,2.0,,,,
267055.0,0.5,1.0,,,,
267056.0,,,,,,
267057.0,,,,,,
267058.0,,,,,,
267060.0,1.5,1.0,,,,
267061.0,37.599999999999994,2.0,,,,
267062.0,4.9,1.0,,,,
267063.0,19.7,2.0,,,,
267064.0,4635.1,125.0,1.0,1.0,1.0,1.0
267065.0,,,,,,
267066.0,45.0,1.0,1.0,1.0,,
267067.0,,,,,,
267068.0,318.9,9.0,,1.0,,
267069.0,,,,,,
267070.0,,,,,,
267071.0,,,,,,
267072.0,18.8,1.0,1.0,,,
267073.0,43.3,2.0,1.0,1.0,,
267074.0,,,,,,
267075.0,,,,,,
267076.0,2.2,1.0,,1.0,,
267077.0,,,,,,
267078.0,,,,,,
267079.0,,,,,,
267080.0,,,,,,
267081.0,0.5,1.0,,,,
267082.0,,,,,,
267083.0,0.2,1.0,,,,
267084.0,,,,,,
267085.0,,,,,,
267086.0,57.0,2.0,1.0,1.0,,
267087.0,0.4,1.0,1.0,1.0,,
267088.0,0.1,1.0,,,,
267089.0,174.3,7.0,1.0,1.0,,
267090.0,78.2,9.0,1.0,,,1.0
267091.0,,,,,,
267092.0,46.699999999999996,2.0,1.0,1.0,,
267093.0,,,,,,
267094.0,,,,,,
267095.0,10.4,1.0,1.0,,,
267096.0,,,,,,
267097.0,1.2,1.0,,,,
267098.0,65.2,6.0,1.0,1.0,,
267099.0,0.2,1.0,,,,
267100.0,,,,,,
267101.0,19.3,1.0,1.0,,,
267102.0,31.8,1.0,1.0,,,
267103.0,,,,,,
267104.0,,,,,,
267105.0,5.9,1.0,,,,
267106.0,934.0,34.0,1.0,1.0,,1.0
267107.0,,,,,,
267108.0,39.3,1.0,,,,
267109.0,147.4,8.0,1.0,,,
267110.0,,,,,,
267111.0,,,,,,
267112.0,,,,,,
267113.0,0.2,1.0,,,,
267114.0,1233.2,20.0,1.0,1.0,,1.0
267115.0,,,,,,
267116.0,11.1,2.0,,,,
267117.0,,,,,,
267118.0,69.2,2.0,1.0,,,
267119.0,,,,,,
267120.0,0.2,1.0,,,,
267121.0,,,,,,
267122.0,0.2,1.0,,,,
267123.0,6.7,1.0,1.0,,,
267124.0,,,,,,
267125.0,,,,,,
267126.0,,,,,,
267127.0,0.7,1.0,,,,
267128.0,,,,,,
267129.0,73.8,2.0,1.0,1.0,,
267130.0,,,,,,
267131.0,23.2,1.0,1.0,,,
267132.0,,,,,,
267133.0,,,,,,
267134.0,,,,,,
267135.0,,,,,,
267136.0,33.3,2.0,,,,
267137.0,,,,,,
267138.0,1.7,2.0,,,,
267139.0,,,,,,
267140.0,4.2,3.0,,,,
267141.0,8.7,4.0,,,,
267142.0,7.0,1.0,1.0,,,
267143.0,,,,,,
267144.0,6.0,1.0,,,,
267145.0,,,,,,
267146.0,,,,,,
267147.0,,,,,,
267148.0,,,,,,
267149.0,25.4,4.0,1.0,,,
267150.0,,,,,,
267151.0,,,,,,
267152.0,,,,,,
267153.0,,,,,,
267154.0,199.2,7.0,,,,
267155.0,,,,,,
267156.0,,,,,,
267157.0,,,,,,
267159.0,,,,,,
267160.0,,,,,,
267161.0,,,,,,
267162.0,47.4,3.0,1.0,,,
267163.0,,,,,,
267164.0,,,,,,
267165.0,,,,,,
267166.0,0.9,1.0,,,,
267167.0,,,,,,
267168.0,2.9,1.0,,,,1.0
267169.0,,,,,,
267170.0,,,,,,
267171.0,,,,,,
267172.0,,,,,,
267173.0,,,,,,
267174.0,20.9,1.0,1.0,,,1.0
267175.0,,,,,,
267176.0,,,,,,
267177.0,,,,,,
267178.0,,,,,,
267179.0,29.1,2.0,,1.0,,
267180.0,5.9,1.0,,,,
267181.0,,,,,,
267182.0,5.3,1.0,,,,
267183.0,0.2,1.0,,,,
267184.0,,,,,,
267185.0,43.0,1.0,1.0,1.0,,
267186.0,19.2,1.0,,,,
267187.0,11.7,1.0,1.0,,,
267188.0,,,,,,
267189.0,0.1,1.0,,,,
267190.0,,,,,,
267191.0,,,,,,
267192.0,4.5,1.0,,1.0,,
267193.0,,,,,,
267194.0,76.5,2.0,1.0,,,
267195.0,257.2,6.0,1.0,1.0,,1.0
267196.0,,,,,,
267197.0,,,,,,
267198.0,,,,,,
267199.0,,,,,,
267200.0,,,,,,
267201.0,,,,,,
267202.0,16.8,2.0,1.0,,,
267203.0,1105.0,46.0,1.0,1.0,1.0,1.0
267204.0,0.3,1.0,,,,
267205.0,0.9,1.0,,,,
267206.0,24.4,3.0,1.0,,,
267207.0,,,,,,
267208.0,,,,,,
267209.0,,,,,,
267210.0,20.8,1.0,,,,
267211.0,21.8,2.0,1.0,,,
267212.0,43.7,2.0,,,,
267213.0,3.2,1.0,,,,
267214.0,82.3,4.0,,,,
267215.0,,,,,,
267216.0,,,,,,
267217.0,46.6,1.0,,,,
267218.0,,,,,,
267219.0,,,,,,
267220.0,,,,,,
267221.0,2.3,1.0,,,,
267222.0,,,,,,
267223.0,6.5,1.0,1.0,,,
267224.0,7.0,1.0,1.0,,,
267225.0,68.39999999999999,2.0,,1.0,,
267226.0,38.7,4.0,,,,
267227.0,,,,,,
267228.0,,,,,,
267229.0,,,,,,
267230.0,,,,,,
267231.0,2.0,1.0,,,,
267232.0,2.6,1.0,,,,
267233.0,10.4,1.0,1.0,,,
267234.0,44.2,5.0,,,,
267235.0,144.7,21.0,1.0,1.0,,1.0
267236.0,,,,,,
267237.0,43.6,1.0,1.0,1.0,,
267239.0,,,,,,
267240.0,2.8,1.0,,,,
267241.0,,,,,,
267242.0,6.0,2.0,,,,
267243.0,18.4,2.0,,,,
267244.0,47.5,3.0,1.0,1.0,,
267245.0,,,,,,
267246.0,17.7,1.0,1.0,,,
267247.0,,,,,,
267248.0,,,,,,
267249.0,,,,,,
267250.0,,,,,,
267251.0,,,,,,
267252.0,,,,,,
267253.0,6.4,1.0,,,,
267254.0,10.0,1.0,,,,1.0
267255.0,,,,,,
267256.0,0.7,1.0,,,,
267257.0,8.1,1.0,,,,
267258.0,,,,,,
267259.0,,,,,,
267260.0,0.6,1.0,,,,
267261.0,69.0,4.0,1.0,1.0,,
267262.0,,,,,,
267263.0,1.1,1.0,,,,
267264.0,,,,,,
267265.0,0.9,1.0,,,,
267266.0,,,,,,
267267.0,1.8,1.0,,,,
267268.0,0.1,1.0,,,,
267269.0,,,,,,
267270.0,6.5,1.0,,,,
267271.0,,,,,,
267272.0,,,,,,
267273.0,,,,,,
267274.0,2.4,1.0,,,,
267275.0,,,,,,
267276.0,1.0,1.0,1.0,,,
267277.0,,,,,,
267278.0,,,,,,
267279.0,,,,,,
267280.0,0.6,1.0,1.0,,,
267281.0,0.1,1.0,,,,
267282.0,,,,,,
267283.0,,,,,,
267284.0,6.7,1.0,,,,
267285.0,0.7,1.0,,,,
267286.0,945.2,27.0,1.0,1.0,,1.0
267287.0,,,,,,
267288.0,,,,,,
267289.0,6.6,1.0,1.0,,,
267290.0,,,,,,
267291.0,,,,,,
267292.0,,,,,,
267293.0,93.5,7.0,,,,
267294.0,1.3,1.0,,,,
267295.0,,,,,,
267296.0,7.3,1.0,,,,
267297.0,,,,,,
267298.0,,,,,,
267299.0,,,,,,
267300.0,78.6,3.0,1.0,1.0,,
267301.0,3.8,1.0,1.0,,,
267302.0,2.5,1.0,,,,
267303.0,1.3,1.0,,,,
267305.0,,,,,,
267306.0,,,,,,
267307.0,19.9,2.0,1.0,,,
267308.0,0.2,1.0,,,,
267309.0,0.4,1.0,,,,
267310.0,6.5,1.0,1.0,,,
267311.0,3.9,2.0,1.0,,,
267312.0,,,,,,
267313.0,0.6,1.0,,,,
267314.0,,,,,,
267315.0,65.5,6.0,1.0,,,
267316.0,,,,,,
267317.0,,,,,,
267318.0,,,,,,
267319.0,,,,,,
267321.0,,,,,,
267322.0,49.1,2.0,1.0,,,
267323.0,,,,,,
267324.0,1.1,1.0,,,,
267325.0,45.400000000000006,2.0,1.0,,,
267326.0,0.7,1.0,,,,
267327.0,5.5,2.0,,,,
267328.0,14.9,1.0,1.0,,,
267329.0,8.8,2.0,,,,
267330.0,10.0,1.0,1.0,,,
267331.0,207.4,5.0,1.0,,,
267332.0,1.1,1.0,,,,
267333.0,2.0,1.0,1.0,1.0,,
267334.0,17.5,1.0,,,,
267335.0,,,,,,
267336.0,0.1,1.0,,,,
267337.0,,,,,,
267338.0,39.7,2.0,1.0,,,
267339.0,,,,,,
267340.0,,,,,,
267341.0,3.6,1.0,,,,
267342.0,,,,,,
267343.0,,,,,,
267344.0,,,,,,
267345.0,10.4,1.0,1.0,1.0,1.0,
267346.0,,,,,,
267347.0,8.5,1.0,,,,
267348.0,6.1,1.0,,,,
267349.0,,,,,,
267350.0,4.6,1.0,,,,
267351.0,,,,,,
267352.0,,,,,,
267353.0,0.4,1.0,,,,
267354.0,6.5,1.0,1.0,,,
267355.0,4.4,1.0,,,,
267356.0,,,,,,
267357.0,5.5,1.0,,,,
267358.0,312.6,8.0,1.0,1.0,,1.0
267359.0,,,,,,
267360.0,0.1,1.0,,,,
267361.0,45.0,2.0,1.0,1.0,,
267362.0,,,,,,
267363.0,9.7,2.0,1.0,,,
267364.0,,,,,,
267365.0,,,,,,
267366.0,,,,,,
267367.0,2.2,1.0,,,,
267368.0,11.6,1.0,1.0,,,
267369.0,,,,,,
267370.0,,,,,,
267371.0,4.4,1.0,,,,
267372.0,2.2,1.0,,,,
267373.0,,,,,,
267374.0,,,,,,
267375.0,5.2,1.0,,,,
267376.0,,,,,,
267377.0,,,,,,
267378.0,,,,,,
267379.0,75.6,5.0,1.0,,,
267380.0,,,,,,
267381.0,4.2,1.0,,,,
267382.0,1.6,1.0,,,,
267383.0,,,,,,
267384.0,,,,,,
267385.0,,,,,,
267386.0,,,,,,
267387.0,,,,,,
267388.0,,,,,,
267389.0,,,,,,
267390.0,,,,,,
267391.0,130.7,5.0,1.0,1.0,,1.0
267392.0,,,,,,
267393.0,13.8,1.0,1.0,,,
267394.0,,,,,,
267395.0,,,,,,
267396.0,8.3,1.0,,,,
267397.0,,,,,,
267398.0,,,,,,
267399.0,43.2,1.0,1.0,,,
267400.0,21.8,1.0,1.0,,,
267401.0,,,,,,
267402.0,,,,,,
267403.0,,,,,,
267404.0,1.4,1.0,,,,
267405.0,,,,,,
267406.0,0.1,1.0,,,,
267407.0,0.6,1.0,,,,
267408.0,1.2,1.0,,,,
267409.0,45.1,1.0,1.0,1.0,,
267411.0,,,,,,
267412.0,15.8,2.0,,,,
267413.0,246.1,3.0,1.0,1.0,,1.0
267414.0,,,,,,
267415.0,,,,,,
267416.0,17.9,1.0,1.0,,,
267418.0,,,,,,1.0
267419.0,2.6,1.0,,,,
267420.0,,,,,,
267421.0,18.9,1.0,1.0,,,
267422.0,0.3,1.0,,,,
267423.0,,,,,,
267424.0,6.5,1.0,1.0,,,
267425.0,,,,,,
267426.0,2.9,1.0,,,,
267427.0,0.8,1.0,,,,
267428.0,19.0,1.0,,,,
267429.0,,,,,,
267430.0,0.2,1.0,,,,
267431.0,,,,,,
267432.0,,,,,,1.0
267433.0,32.9,2.0,1.0,,,
267434.0,,,,,,
267435.0,0.1,1.0,,,,
267436.0,,,,,,
267437.0,32.7,1.0,1.0,,,
267438.0,,,,,,
267439.0,5.1,1.0,1.0,,,
267440.0,,,,,,
267441.0,,,,,,
267442.0,6.5,1.0,,,,
267443.0,1232.2,18.0,1.0,1.0,,1.0
267444.0,0.3,1.0,,,,
267445.0,,,,,,
267446.0,,,,,,
267447.0,37.1,1.0,,,,
267448.0,,,,,,
267449.0,,,,,,
267450.0,,,,,,
267451.0,3.6,2.0,,,,
267452.0,0.4,1.0,,,,
267453.0,1.6,1.0,,,,
267454.0,,,,,,
267455.0,186.4,1.0,1.0,,,
267456.0,,,,,,
267457.0,,,,,,
267458.0,,,,,,
267459.0,1.5,1.0,,,,
267460.0,,,,,,
267461.0,,,,,,
267462.0,0.2,1.0,,,,
267463.0,33.9,2.0,1.0,,,
267464.0,,,,,,
267465.0,,,,,,
267466.0,,,,,,
